"","p","p.adj","eta1","mean1","sd1","eta2","mean2","sd2","mod.pool.var"
"X.Viruses.",0.0686172127889131,1,0.666666666666667,-0.892330289305086,1.87954885836439,0.625,-2.81780261303854,0.980076338401358,1.38911072605885
"Dyadobacter",0.0715966332530814,1,0.555555555555556,-1.63600581021102,0.579952556691287,0.625,-0.364777661073978,0.5857782063048,0.71971131903237
"Alistipes",0.0723709843286452,1,0.444444444444444,-3.06688803450369,1.53991956445177,0.5,-1.64257287798778,0.557951591210253,1.20641256762272
"Candidatus_Saccharimonas",0.0727421243928029,1,0.666666666666667,-3.01126683232815,1.29548432167026,0.5,-1.32458647146296,1.3645670008994,1.27860753955133
"X.Sphingobacteriales.",0.0729524242978433,1,0.222222222222222,0.0950432409735932,1.77576687012772,0.625,1.8194312177909,0.49970908489992,1.69451944748643
"Halothece",0.0733111449257597,1,0.666666666666667,-4.11558454936212,0.527216184505829,1,-4.82028156560504,1e-06,0.913688293215867
"Thiorhodovibrio",0.0733111449257597,1,0.666666666666667,-4.11558454936212,0.527216184505829,1,-4.82028156560504,1e-06,0.913688293215867
"Rhodotorula",0.073879311843656,1,0.777777777777778,-2.13489728504037,2.04386155996357,0.75,-4.34813356152322,0.656450877067334,1.22858722044845
"Psychromonas",0.0753001323717788,1,0.666666666666667,-4.30212709315522,0.394294775473624,1,-4.82028156560504,1e-06,0.886369395232342
"Bactrocera",0.0767513708645249,1,0.777777777777778,-0.969969991034405,0.396405581601735,0.625,-3.0992095525283,1.98019784148519,1.42577495417263
"Sodalis",0.0774468567881477,1,0.777777777777778,-3.78605994574239,0.679099695753378,0.75,-1.9445536667587,0.790718960921004,0.87524370078166
"Salinisphaera",0.0787169487464146,1,0.555555555555556,-4.46557653534015,0.458812010064533,0.75,-3.05254914464453,0.595310534286437,0.720574020310347
"Microbacterium",0.0828051676672922,1,0.222222222222222,2.33789546151862,1.93466512748651,0.375,3.75373327040823,0.508454218732773,1.732540305732
"Ceratitis",0.083748207008195,1,0.888888888888889,0.914197951201024,1e-06,0.625,-1.34318328675639,1.15842612338877,1.0355165366964
"Daphnia",0.0841599113393955,1,0.777777777777778,-4.21087978814687,0.708114902540199,0.75,-2.4658755762201,0.331887558377032,0.827604294598586
"Scardovia",0.0867598484803085,1,0.666666666666667,-4.34547418808999,0.396106954044079,1,-4.82028156560504,1e-06,0.886688855320711
"Massilia",0.0880766598023576,1,0.333333333333333,-1.13541602358475,0.759675915243067,0.25,-0.26054259265364,0.657083026511441,0.705823002336661
"Lactococcus",0.0896352603455382,1,0.666666666666667,-1.63703745721396,0.675442072826125,0.625,-0.334176218613331,0.43811224780095,0.746512064503667
"Chondromyces",0.0932379988080976,1,0.666666666666667,-3.26878446857124,0.311417486327756,0.75,-4.68953818545258,0.173631827649549,0.716814094263512
"Bergeyella",0.0937727174853812,1,0.666666666666667,-3.3283607506612,1.31123077105417,1,-4.82028156560504,1e-06,1.23516016703159
"Caulobacter",0.0972924815882379,1,0.555555555555556,-2.884981856053,0.718689181375243,0.75,-1.42021891173725,1.18024349059815,0.884069145084526
"Mucispirillum",0.0985621945506941,1,1,-4.96284463025991,1e-06,0.625,-3.79894088079546,1.05844304461603,1.10155837337515
"Klebsiella",0.102072994263798,1,0.555555555555556,-1.87514265257603,1.80586686876219,0.5,-0.477602740346801,0.364151625327772,1.27574289142277
"Thiothrix",0.103040108639896,1,0.666666666666667,-4.02018452867064,0.825605786298689,0.75,-2.54557574482835,0.219174499007822,0.825061002997642
"Photobacterium",0.104389028744767,1,0.777777777777778,-4.83375874974362,0.172768972666798,0.375,-3.50651403059384,0.870866621483012,0.825220983098739
"X.Tremellaceae.",0.10525958394498,1,0.666666666666667,-2.50794207291932,2.20173468299001,1,-4.82028156560504,1e-06,1.93287418050781
"Tribolium",0.108012255468206,1,0.777777777777778,-4.83375874974362,0.172768972666798,0.375,-2.61059741424436,2.40069721162792,2.36908407153298
"Snodgrassella",0.108033852786036,1,0.555555555555556,-1.61705631026602,2.72823523249608,0.625,0.637333643091779,1.99319513003421,2.92372629860507
"X.Spirochaetaceae.",0.111208671297646,1,0.666666666666667,-3.63201429557862,1.17682646019927,1,-4.82028156560504,1e-06,1.16057691780993
"Fomitopsis",0.111298814055337,1,0.666666666666667,-4.2305180487915,0.584427731540276,1,-4.82028156560504,1e-06,0.927872894154363
"Mannheimia",0.111298814055337,1,0.666666666666667,-4.2305180487915,0.584427731540276,1,-4.82028156560504,1e-06,0.927872894154363
"Fibrisoma",0.112402803564001,1,0.444444444444444,-2.51635660545962,1.13516902727918,0.5,-1.4188685534326,0.656068027628159,0.940925454711678
"Saccharomyces",0.113793866451079,1,0.666666666666667,-2.40735423811825,1.40789576564845,0.875,-4.56676194269177,1e-06,1.16398034519359
"Rhizoctonia",0.115768896300016,1,0.555555555555556,-2.51505266583764,1.87769213329505,0.75,-4.34813356152322,0.656450877067334,1.55803788243703
"Orbilia",0.116244889258466,1,0.777777777777778,-4.26802525789604,0.00250218528769135,0.75,-2.75908631289235,0.180291417570087,0.769507905690585
"Niabella",0.119007116433882,1,0.444444444444444,-1.51880602463889,1.0566961882637,0.625,-0.377284258779991,0.365335664692063,0.885695243798373
"Ophiostoma",0.121825010436191,1,0.666666666666667,-3.54896406892932,1.34668372238254,1,-4.82028156560504,1e-06,1.25617670297745
"Loktanella",0.122831199148502,1,0.777777777777778,-4.61285971598785,0.485167382119324,0.75,-3.10551595614383,0.309634082324235,0.799480822135511
"Pseudovibrio",0.124724392798133,1,0.555555555555556,-4.38763733966335,0.42857330113869,0.875,-2.78169146161451,1e-06,0.746622266261585
"Chaetomium",0.125163244176443,1,0.666666666666667,-3.20344103359651,0.767813975671441,0.875,-1.38543092747868,1e-06,0.884540463475976
"Bdellovibrio",0.125605990962118,1,0.444444444444444,-2.73532584564071,1.1737930736375,0.625,-1.57466999982623,0.267108654890554,0.951598202081413
"Pelagibaca",0.126483586691635,1,0.666666666666667,-4.09179357303436,0.793982550194282,1,-4.82028156560504,1e-06,0.992296331159428
"X.Saccharomycetaceae.",0.127194704554722,1,0.666666666666667,-2.99379573589102,1.99927744207164,1,-4.82028156560504,1e-06,1.74317957349173
"Hyphomicrobium",0.129129719030499,1,0.777777777777778,-3.58574425520427,1.15129938128258,0.875,-1.53938983436451,1e-06,0.999508491089068
"Asaia",0.129748123526325,1,0.444444444444444,-3.2359583449332,1.36865709635275,0.75,-1.7712258753757,0.231839154621284,1.17094835649971
"Kocuria",0.132804733557194,1,0.444444444444444,-2.36827397216142,0.394459520397627,0.625,-3.43764690534339,1.32171406643227,0.84151220762152
"Jonesia",0.132894275685642,1,0.555555555555556,-4.04280288157154,0.367583527277161,0.375,-3.19906095092609,0.577020777732532,0.6263368417612
"X.Deinococci.",0.133778472324494,1,0.333333333333333,-2.89484892150982,1.14612005867539,0.25,-1.93200223652587,1.10080194338992,1.1278367521547
"Brevibacterium",0.134662313171557,1,0.444444444444444,-2.55462175209066,0.121933972789219,0.625,-3.41950169998026,0.18908036714568,0.556183493568712
"Taphrina",0.136726714460813,1,0.666666666666667,-4.05122374809092,0.37551539838859,0.625,-2.96526210059353,0.447274412741981,0.695189239252555
"X.Candidatus_Saccharibacteria.",0.140255440693659,1,0.222222222222222,-1.14612695373019,1.57490774305548,0.25,0.0323239675571024,1.63694999368027,1.89364984308422
"Geotrichum",0.142335373914935,1,0.666666666666667,-4.41588105112812,0.483834142621227,1,-4.82028156560504,1e-06,0.903905778756541
"Runella",0.145729171420182,1,0.666666666666667,-2.70075341120399,1.15652756207916,0.625,-1.48406860384954,0.57532948381677,0.917042542266823
"Myroides",0.148796316173862,1,0.222222222222222,-2.95310444614172,0.708561222110828,0.25,-2.3046833160796,0.380875654292564,0.599721215610826
"X.Mycobacteriaceae.",0.15066349651972,1,0.444444444444444,-4.27736184231609,0.626035061925374,0.75,-3.13727433257491,1.055962666636,0.7958589170609
"Microvirga",0.151441051442667,1,0.333333333333333,-0.560183377845756,1.43427229915488,0.375,0.409222905541885,0.580721878446313,1.13583406835532
"Emticicia",0.152532814008865,1,0.333333333333333,-3.19359339971179,1.04369473734209,0.5,-2.30334532663988,0.352550174552733,0.842770690329492
"Dysgonomonas",0.154484765128763,1,0.555555555555556,-3.49278405569773,0.835640375640355,0.75,-2.14724387145596,1.66483546093337,1.04484414409285
"X.Sclerotiniaceae.",0.15481963203533,1,0.777777777777778,-0.804855956759985,0.301993736523593,0.75,-2.32543783472596,1.41283114134392,0.975659863155175
"Methanosarcina",0.156501566360436,1,0.555555555555556,-4.22459387926333,0.584160710359808,0.625,-3.23525316833662,0.691303550096405,0.741629916683873
"Phaeobacter",0.158776191662944,1,0.666666666666667,-4.42691826285755,0.515998707470707,1,-4.82028156560504,1e-06,0.911078316083325
"X.Bdellovibrionales.",0.16055187340489,1,0.666666666666667,-2.21930731342792,1.92211528949506,0.625,-3.58941925407681,0.123348887209947,1.25816880143707
"Oceanicola",0.161152435058897,1,0.777777777777778,-4.55571424623868,0.220445335133184,0.75,-3.13410937692306,1.05148674342886,0.882046703261602
"Pantoea",0.165159764320358,1,0.333333333333333,1.27357492371853,2.2072625804094,0.25,2.49099078333582,1.11038108453798,2.12397858635028
"Pseudoxanthomonas",0.167804042080647,1,0.666666666666667,-2.83046565704884,0.500333048340137,0.75,-4.06838737182758,1.05207173255711,0.842953624870032
"X.Tremellales.",0.168393907397033,1,0.444444444444444,-2.66939039731279,1.57162552795526,0.625,-1.45983642892077,0.56459560413469,1.29981903012691
"Escherichia",0.170667772429712,1,0.333333333333333,-1.1766181943536,1.17080646968042,0.25,-0.309267593621447,1.04078455989074,1.10798519629882
"Dendroctonus",0.172131876025625,1,0.555555555555556,-3.14127162755505,0.759999281607943,0.75,-1.48075241394082,3.38968658392234,1.74309706207193
"Geobacter",0.172158351618012,1,0.777777777777778,-2.15558473672457,1.22071902573656,0.625,-3.54370658653469,1.17443486179079,1.08378093780307
"Desulfomicrobium",0.174385577806699,1,0.888888888888889,-4.95592486189495,1e-06,0.5,-3.10070259576866,1.4919398236216,1.30524851108259
"Blattabacterium",0.175207557870269,1,0.777777777777778,-4.55571424623868,0.220445335133184,0.875,-2.88657159684589,1e-06,0.85711418406301
"Alkalibacterium",0.175933210558856,1,0.333333333333333,-1.53822992638525,0.673507854073969,0.375,-2.28669442284794,0.879015864133938,0.765952428406737
"Amblyomma",0.176099478246952,1,0.666666666666667,-4.11558454936212,0.250894286029586,0.875,-2.6316010289388,1e-06,0.778876994688447
"Nocardia",0.178063254455744,1,0.666666666666667,-3.86468120429782,0.350838858968829,0.875,-2.37667388092487,1e-06,0.790944433669372
"Roseburia",0.18079710495665,1,0.444444444444444,-3.64430315136099,0.863839068447335,0.625,-2.73310266355357,0.40936568255372,0.784506453445164
"Rhizopus",0.18470645260938,1,0.666666666666667,-3.73667115175009,1.06144215654335,0.625,-2.68485634101953,0.258161657829442,0.837617331347148
"Draconibacterium",0.185426657228378,1,0.333333333333333,-3.76636918515497,1.00804997555918,0.75,-2.67786555695854,0.276364883623147,0.916039929629764
"Beutenbergia",0.185923640543576,1,0.777777777777778,-2.90597693366328,0.630853886167639,0.875,-4.56676194269177,1e-06,0.896075747565621
"Kordia",0.187862151483785,1,0.777777777777778,-2.54466574811924,0.666545908265808,0.5,-3.63664582948823,0.746439319880052,0.814987740574051
"Granulibacter",0.188511263469435,1,0.666666666666667,-3.23296658443574,0.596736238322445,0.875,-1.7411064995153,1e-06,0.837698511956407
"Monosiga",0.191769834767074,1,0.777777777777778,-2.30733149398812,2.28772035687455,0.75,-3.94561112906677,0.878439904907557,1.3687477095694
"Curtobacterium",0.192388709827382,1,0.555555555555556,-1.93794953616665,1.05553181640021,0.75,-3.30147735157222,2.13664628432207,1.2989645406317
"Cronobacter",0.194869818161609,1,0.666666666666667,-2.0292008855946,0.824148792358002,0.625,-0.999786281598299,0.738906770592487,0.842948111627331
"Coprobacillus",0.195199916340157,1,0.777777777777778,-2.97005901242045,0.375142977335651,0.875,-4.56676194269177,1e-06,0.867388847405631
"Capitella",0.19623120552489,1,0,-2.71210422209622,1.27047237280259,0.375,-3.51996140663439,0.848390598353765,1.17338183138295
"Microcystis",0.196513270934927,1,0.333333333333333,-3.42561419032165,0.88215601987835,0.875,-4.81231442821339,1e-06,0.889036246872449
"Candidatus_Nitrosoarchaeum",0.19712964391558,1,0.666666666666667,-3.83237132109247,0.86976203689412,0.75,-2.67717028418868,0.40527728130543,0.849308913206161
"Tetranychus",0.199510750133709,1,0.777777777777778,-3.45532293717534,0.176497694608958,0.5,-1.30183505745583,3.28917124197188,3.35284222572924
"X.Nitrosomonadaceae.",0.199727473536898,1,0.777777777777778,-3.59594648044768,0.947960736762901,0.75,-2.25156721621255,1.00717091222486,0.958175785886809
"Cerapachys",0.200564834481441,1,0.888888888888889,-4.71159263759229,1e-06,0.75,-3.10551595614383,0.664955862925631,0.901003609557396
"Solenopsis",0.201377024863657,1,0.888888888888889,-1.93993998206881,1e-06,0.75,-3.72381779224638,1.53936670518204,1.11594914081481
"Moraxella",0.201858512377424,1,0.888888888888889,-4.95592486189495,1e-06,0.75,-3.39250391979526,0.25909359249195,0.859180951087339
"X.Diptera.",0.202858102560391,1,0.777777777777778,-0.228311745140218,3.50227319265143,0.5,-2.08540179788222,1.86327008328053,2.53345601564708
"Lautropia",0.203063870062496,1,0.666666666666667,-3.9671389854018,0.888617922341681,0.75,-2.83215005870027,0.186102782297608,0.843536869029048
"Cyclobacterium",0.203901557788943,1,0.555555555555556,-3.58934111461074,0.764087932325482,0.625,-2.71247419184387,0.282111750074155,0.736319084224204
"Advenella",0.206214557065371,1,0.444444444444444,-3.40516334443417,0.613211219864991,0.75,-4.34496860587138,0.313663144975384,0.712554049140482
"Listeria",0.206855730478506,1,0.777777777777778,-2.82627393540711,1.46467131263871,0.875,-4.56676194269177,1e-06,1.09092627897526
"X.Planctomycetia.",0.207005546781544,1,0.666666666666667,-4.07105791297088,0.757243767606989,0.625,-3.13250585539504,0.223879423916438,0.742396818535254
"Pectobacterium",0.207171930358669,1,0.444444444444444,-3.09922777439687,1.0609794097852,0.375,-2.03877532369423,1.85946275405541,1.62648106616862
"Herbaspirillum",0.209556200948512,1,0.555555555555556,-2.85950264097494,1.03224696722223,0.5,-2.00653631224545,0.551293147352128,0.8409483487344
"Candidatus_Hamiltonella",0.209604396452238,1,0.777777777777778,-1.70808762789233,3.62280070046817,0.875,0.81077023925267,1e-06,2.31530916705082
"X.Myoviridae.",0.210473816871124,1,0.888888888888889,0.262890738607209,1e-06,0.625,-1.86733501253375,2.37676750349159,1.89975613510266
"Coleofasciculus",0.211732762351924,1,0.666666666666667,-4.32446048175357,0.672328471459046,0.75,-3.25547298466961,0.0975628188099137,0.779679084644483
"Ilyobacter",0.212110393443826,1,0.666666666666667,-4.12528299769619,0.670351487172043,0.875,-2.70055551933995,1e-06,0.856415089118958
"Cyphellophora",0.21216953598103,1,0.444444444444444,-2.12850860430375,1.18735110733062,0.5,-3.07204750239403,1.17704495366756,1.16473347826518
"Lactobacillus",0.212248823365916,1,0.333333333333333,-1.24931524646467,1.42408206384183,0.5,0.00242239502690395,2.43469585230545,2.22709339106601
"X.Streptosporangiaceae.",0.213819013222376,1,0.555555555555556,-4.05217665021743,0.908445428846146,0.875,-2.63532115627937,1e-06,0.922125082303651
"Pelagibacterium",0.214042168691591,1,0.777777777777778,-4.28677279518782,0.600785982693613,0.875,-2.73989750147052,1e-06,0.891945989351537
"X.Microbacteriaceae.",0.2150516326323,1,0.444444444444444,1.51502768641964,1.78920631358838,0.375,2.45869260971944,0.469770402609847,1.33555279774888
"Cytophaga",0.215337656490176,1,0.777777777777778,-3.78490254718588,0.869647023703136,0.75,-2.49996867925663,1.00314184957371,0.943082118217727
"Mastadenovirus",0.215820579051965,1,0.777777777777778,-1.28016784401627,0.257146050033049,0.75,-2.44247049313283,0.0733616537081196,0.773420170974431
"Beggiatoa",0.21997178435852,1,0.555555555555556,-3.98040152321064,0.339209518458354,0.375,-3.3011186642911,0.587835738300985,0.625683942466282
"X.Thermaceae.",0.221108007658882,1,0.777777777777778,-3.81758050524703,0.151905722591639,0.625,-2.78217976811127,0.600457339598791,0.764233524681968
"Bifidobacterium",0.222568082289758,1,0.444444444444444,-2.09289653495829,1.65246325207847,0.375,-0.781697367358371,2.45182174443163,2.66830594723957
"Erythrobacter",0.222843744888353,1,0.333333333333333,-2.12873410351363,0.836962071548421,0.625,-1.32633864170625,0.622570337694321,0.796076766091235
"X.Cyclobacteriaceae.",0.222865476567121,1,0.333333333333333,-2.40351288749445,0.786436877490678,0.625,-1.63542145893422,0.307705325850259,0.729536075439815
"Oceanimonas",0.224819875772376,1,0.888888888888889,-4.95592486189495,1e-06,0.75,-3.37924821266518,1.05207173255711,0.975127121853338
"Actinokineospora",0.228300212245148,1,0.777777777777778,-3.01564707155471,0.982199415456468,0.875,-4.56676194269177,1e-06,0.959276302205028
"Stereum",0.231420164721593,1,0.777777777777778,-4.14585914574471,0.80006797685954,0.875,-2.63532115627937,1e-06,0.923077390087827
"Asticcacaulis",0.231611644319962,1,0.444444444444444,-3.32951876269397,1.09029857175848,0.75,-2.22579935541611,1.39087582573564,1.10485147030941
"Bhargavaea",0.231934373100734,1,0.555555555555556,-2.51002943661883,0.395357735937896,0.625,-3.29164708000993,0.5139333593439,0.665873721359529
"Flexibacter",0.233492170043141,1,0.222222222222222,-3.41079546277942,1.37913639076387,0.625,-2.45657328987159,0.65604926111861,1.24694242178499
"Zunongwangia",0.234043710041312,1,0.555555555555556,-2.80395517604811,0.488932383146212,0.5,-3.55170762890309,0.761924850740831,0.722842531727432
"Prevotella",0.234509795088601,1,0.444444444444444,-1.50492096505104,1.32571100576371,0.625,-0.555867761607745,0.553120427744163,1.09393542280211
"Planococcus",0.235569878420576,1,0.333333333333333,-3.20316334139304,0.958941848238287,0.375,-2.53115659610244,0.629087719158019,0.814405188038347
"Luminiphilus",0.238315546661806,1,0.777777777777778,-4.09739432093669,0.243810770496034,0.75,-2.97803067219029,0.489925499894322,0.79629139978528
"Turicibacter",0.238390266890039,1,0.444444444444444,-1.77135189035708,0.227702892975556,0.375,-2.41464326977335,0.889639026249264,0.689573731095614
"Defluviimonas",0.23878680400086,1,0.666666666666667,-4.11558454936212,0.527216184505829,0.75,-3.05440920831481,1.16419980279807,0.870649905751612
"Rahnella",0.239335334650134,1,0.777777777777778,-0.267012608346584,2.33490271083225,0.625,-1.57206496180526,0.833301294295388,1.32010169091239
"Salinispora",0.239566889570729,1,0.777777777777778,-2.81349557509072,0.0247863378723212,0.75,-3.99940004105542,1.14963455136702,0.898907162108288
"Gottschalkia",0.244073623153398,1,0.666666666666667,-3.78971669501893,0.536021678126135,0.625,-2.84172919984843,1.12584293548982,0.898037695415253
"X.Dermabacteraceae.",0.246582159971761,1,0.555555555555556,-3.81846783039115,0.432049542026191,0.875,-2.63532115627937,1e-06,0.74744062515253
"Pararge",0.25222529016562,1,0.888888888888889,-1.25027106588519,1e-06,0.75,-2.63346109260909,0.0026305272693889,0.851695700983924
"Pediococcus",0.253131773907731,1,0.888888888888889,-4.71159263759229,1e-06,0.375,-3.25065787862435,1.33502390246047,1.23390863360754
"X.Metazoa.",0.255996064402156,1,0.222222222222222,-1.53956830416088,1.79089391147708,0.25,-0.54403134655313,1.86490439664299,2.33404516285091
"Tremella",0.259893909077148,1,0.666666666666667,-3.7300634851566,1.43853940186469,0.75,-2.56949878115905,0.884328606582309,1.14506112223517
"Salmonella",0.261478789400274,1,0.444444444444444,-1.74289467417768,1.13622938884396,0.5,-0.949743013263982,0.924338857166271,1.02654973030017
"Hortaea",0.265117290877298,1,0.777777777777778,-4.05302721150391,0.931352157284211,0.875,-2.63532115627937,1e-06,0.948425909656197
"Sordaria",0.265764415950169,1,0.888888888888889,-4.95592486189495,1e-06,0.75,-3.60104154948557,0.391144932282624,0.868756270014384
"Candidatus_Acetothermum",0.26627988404546,1,0.777777777777778,-3.27059455069123,0.049878456861979,0.625,-4.23451222878231,0.797633919487846,0.812627719858175
"X.Clostridiales.",0.266866956132473,1,0.333333333333333,-0.266463358875646,0.783443712138414,0.5,0.356714416334746,0.42287099395847,0.704113127021473
"Curvibacter",0.267381013920468,1,0.777777777777778,-1.28500153578776,0.786749422813543,0.625,-2.23976602677518,0.514906135966183,0.801166726298473
"Gaeumannomyces",0.267483953137716,1,0.666666666666667,-4.18599141240025,0.142097803945336,0.5,-3.49265235504514,0.306616625427855,0.613838773912107
"X.Hypocreales.",0.267916192120839,1,0.777777777777778,-1.84816509633666,0.193590270987717,0.875,-3.18648565389744,1e-06,0.855874241338717
"Tetragenococcus",0.274583833600956,1,0.666666666666667,-4.19702862412967,0.878045509613722,0.75,-3.20980263260591,0.720184174180074,0.884264736167673
"Thiobacillus",0.281184346195144,1,0.777777777777778,-4.16241496333884,0.335763844815375,0.5,-3.24559343694756,0.962599467530316,0.879892221065116
"Thiorhodospira",0.283073364483317,1,0.888888888888889,-4.95592486189495,1e-06,0.75,-3.47867895650427,1.53878171605379,1.11574833555185
"X.Leotiomycetes.",0.284112192927039,1,0.666666666666667,-1.60540739224832,0.798120489419626,0.625,-2.4561570128491,0.842647027051315,0.863311228164269
"Eubacterium",0.285333538267027,1,0.444444444444444,-3.05973660919843,0.991240814226865,0.375,-2.38215056383113,0.92592297560486,0.939230161612621
