"","p","p.adj","eta1","mean1","sd1","eta2","mean2","sd2","mod.pool.var"
"Enterococcus",0.286601866608905,1,0.333333333333333,-0.205732793304966,2.43350340692408,0.625,-1.48011288159679,1.13294029532129,2.66007794098074
"Fibroporia",0.288894484396961,1,0.666666666666667,-4.30212709315522,0.394294775473624,0.75,-3.37738814899489,1.05470225982649,0.826159385856758
"Thermoanaerobacter",0.289213009632965,1,0.555555555555556,-4.38763733966335,0.42857330113869,0.625,-3.56711785730677,1.42603207495067,0.94511294086649
"Gilliamella",0.289243981607999,1,0.444444444444444,-1.56914516264005,2.70503121373713,0.5,0.0448585734166857,3.40908904417895,4.79524015966791
"X.Vibrionales.",0.289597497349297,1,0.777777777777778,-3.92319079980423,0.485167382119323,0.875,-2.6316010289388,1e-06,0.877944422986114
"X.Hymenoptera.",0.290687116605857,1,0.666666666666667,-2.4970170711125,1.9941561936502,0.75,-1.28371880706838,0.360083577619854,1.43338608690767
"Melampsora",0.291223474871293,1,0.444444444444444,-2.13018920193561,1.15733973541703,0.25,-2.8595960927294,1.24505583412373,1.22270254214877
"Aquimarina",0.291543437866362,1,0.444444444444444,-3.44832519452638,1.07050120555784,0.75,-4.34496860587138,0.313663144975384,0.950057351398883
"Lyngbya",0.292653554445551,1,0.444444444444444,-3.74968100202334,0.518945172640345,0.625,-3.05029162668374,0.999361300214426,0.766939015238352
"Trichoderma",0.293027473647862,1,0.444444444444444,-3.39243526225136,0.853346175609636,0.5,-2.72697843019545,0.785469498931122,0.82854556205883
"Botrytis",0.294738251154557,1,0.666666666666667,-1.42159018672322,2.12135811222543,0.625,-0.365299406299363,0.146281774034352,1.39384112142567
"Salinibacterium",0.295408975978703,1,0.777777777777778,-3.55231436205848,0.223237254744012,0.875,-4.81231442821339,1e-06,0.857252322022354
"Cryptosporangium",0.296653300722984,1,0.666666666666667,-4.22876031241119,1.05498525415393,0.875,-2.96374459806059,1e-06,0.98957492148154
"X.Bacillales.",0.296781070159693,1,0.444444444444444,0.579117784541457,1.00192745842505,0.625,1.30463826226304,0.202047854727761,0.840139846116378
"Singulisphaera",0.297421119527121,1,0.777777777777778,-2.23276384392855,0.132547724103145,0.75,-1.25626152071364,0.455938458188219,0.788864932800891
"Desulfurivibrio",0.300971764683463,1,0.777777777777778,-4.16241496333884,0.335763844815375,0.75,-3.13410937692306,1.05148674342886,0.888481860137398
"Claviceps",0.303284933128504,1,0.777777777777778,-1.26644760856788,1.94001591995788,0.75,-2.43139833101953,0.283129370621119,1.1518891245479
"Oceanibulbus",0.303942005071765,1,0.555555555555556,-4.41186975206736,0.599381022433228,0.75,-3.52460400817928,1.4738338851223,0.909759295578104
"X.Agaricales.",0.305326371035225,1,0.666666666666667,-3.84176962077564,0.47513556791952,0.625,-3.04845742276885,0.938501303359957,0.823116432242618
"Kutzneria",0.305350516939761,1,0.666666666666667,-2.75517588577945,0.535441480971417,0.75,-3.72002349147104,1.54473265679825,0.96623569633898
"Brenneria",0.307935516620234,1,0.888888888888889,-4.26625594571133,1e-06,0.75,-3.04069256625827,0.217959965189074,0.856992676145506
"Synechocystis",0.308053199376518,1,0.666666666666667,-3.49836873090203,1.33181431802194,0.875,-4.81231442821339,1e-06,1.12215540425788
"Annulohypoxylon",0.308190199941814,1,0.666666666666667,-4.30212709315522,0.394294775473624,0.875,-3.19481353567065,1e-06,0.797441765415268
"Formosa",0.310189579521643,1,0.777777777777778,-4.48892429165181,0.314900594740217,0.625,-3.62912321647541,0.654684035735775,0.783582968183578
"Sorangium",0.31222739816096,1,0.666666666666667,-1.71970380596205,0.796123197221604,0.75,-2.64912228138544,1.10721022462812,0.923740745368574
"Alishewanella",0.313941283004053,1,0.555555555555556,-2.88176086177461,2.02200816722708,0.625,-3.90416183322115,0.79645310459221,1.63269308719958
"Rhodomicrobium",0.314535069192099,1,0.888888888888889,-4.95592486189495,1e-06,0.625,-3.69351106068651,1.22131196554993,1.06554506194398
"Sagittula",0.315816672484383,1,0.777777777777778,-3.28292268803128,1.04510528401004,0.875,-4.56676194269177,1e-06,0.973497884859007
"X.Cytophagaceae.",0.315841031709304,1,0.111111111111111,0.320216104236486,0.795647051975022,0,-0.27645904966381,1.58663594592092,1.35158499861734
"Nostoc",0.319769814591366,1,0.666666666666667,-1.94533970878886,1.52903372581954,0.625,-2.81862309206973,0.442437514705186,1.06162557010933
"Phytophthora",0.320316467187676,1,0.333333333333333,-2.47522732168003,0.879451087077493,0.375,-1.94428789428478,0.485068456274519,0.73351340585937
"Parastagonospora",0.321081866869988,1,0,-0.680953530796205,0.57925135878902,0,-0.332263085275592,0.410198373190511,0.500690287421867
"Butyrivibrio",0.321330084728785,1,0.777777777777778,-3.20747990396667,0.710906822151027,0.75,-4.19401259211084,0.874410842256408,0.893660899568967
"Microscilla",0.322168340395747,1,0.888888888888889,-4.26625594571133,1e-06,0.625000000034852,-2.94188989237804,1.49096667325228,1.21230052294165
"Cystobacter",0.324280136833541,1,0.444444444444444,-2.66686454730783,0.89682353865214,0.375,-2.12707587254968,0.311900502609287,0.704170597497227
"X.Coriobacteriaceae.",0.327260043269439,1,0.222222222222222,-2.62853752531826,1.28643091564707,0.375,-2.0255859534988,0.551675984523653,1.0454667237816
"Cyanobium",0.32765798856754,1,0.777777777777778,-3.78605994574239,0.107328919846586,0.75,-4.68953818545258,0.173631827649549,0.770426533782647
"total",0.327778659695028,1,0.333333333333333,7.23058613722907,0.383820062923622,0,6.63567984435048,1.49768798508287,1.20574510048588
"Viridibacillus",0.329744152049154,1,0.666666666666667,-2.96123249720259,0.993776781587393,0.875,-4.12317526905098,1e-06,0.964412350061139
"Barnesiella",0.33236086348603,1,0.666666666666667,-3.7282583696299,1.44164758387555,0.75,-4.68953818545258,0.173631827649549,1.07813635437783
"Salimicrobium",0.332970781658263,1,0.888888888888889,-4.95592486189495,1e-06,0.75,-3.79833626470062,0.112128070240959,0.85309698879889
"Baudoinia",0.335301416755046,1,0.555555555555556,-1.18612604162364,0.788609840928026,0.125,-1.71891542022321,0.702878339491807,0.734786884122209
"Coprococcus",0.336028799123858,1,0.666666666666667,-4.09457084302569,0.539719065575194,0.375,-3.4753571234128,0.688315089229641,0.724199337381748
"Pyronema",0.337915809301621,1,0.777777777777778,-3.8010246876529,0.312398409452526,0.75,-4.68953818545258,0.173631827649549,0.779062088959894
"Paracoccus",0.339181294739857,1,0.444444444444444,-3.14152125280376,0.642125868601954,0.75,-2.35619492376253,1.52147206656856,0.894679942276927
"X.Basidiomycota.",0.340307857558663,1,0.333333333333333,-0.250353187815856,1.35207556381717,0.25,-0.834732660734803,0.693623928955471,1.0676904076916
"Geodermatophilus",0.340327446571594,1,0.333333333333333,-1.61595413408482,1.73126284664178,0.375,-0.877660038311803,0.946133788066525,1.54440763778705
"X.Erysipelotrichaceae.",0.340481583084544,1,0.555555555555556,-3.79310867050477,0.388517003940339,0.5,-3.19888503161517,0.824048203951119,0.725079873807377
"Cecembia",0.34056277579483,1,0.555555555555556,-3.84776845161637,0.900341966654229,0.625,-3.1346158258296,0.860118683047609,0.890613987287917
"Deinococcus",0.342258683236728,1,0.333333333333333,-0.841430346777045,0.852465987033356,0.25,-0.201810784240635,1.54286325318329,1.28973330710977
"Mycosphaerella",0.343347284365563,1,0.333333333333333,-2.20129435120097,0.925205320089447,0.25,-1.7166602073817,0.538111091464618,0.743865096301127
"X.Clostridiaceae.",0.344218106050634,1,0.444444444444444,-2.49237072687379,0.487202398324467,0.25,-2.96715410157179,0.697290119122425,0.64936310098793
"X.Myxococcaceae.",0.346577993455088,1,0.666666666666667,-2.50587238575243,0.955723524170765,0.75,-3.34139717196624,0.186817736583368,0.866131094114403
"Spirosoma",0.346824627629754,1,0.222222222222222,-1.13086900836143,0.988679104431901,0.375,-1.79972310322946,1.70414728922716,1.39802796030798
"Acyrthosiphon",0.346884700206569,1,0.444444444444444,-2.22860752481691,0.558603948456974,0.25,-1.50031396680855,1.86202853653743,1.54540208164704
"Sporolactobacillus",0.348707537661768,1,0.666666666666667,-3.55057022081107,0.415886653585756,0.875,-4.56676194269177,1e-06,0.800951907244243
"Nitrosococcus",0.350490200105694,1,0.777777777777778,-2.92489280021367,0.538774560923463,0.75,-3.88802951313699,1.30713626239791,0.966789987452983
"X.Methanobacteriales.",0.350498750788876,1,0.444444444444444,-3.6416162315942,1.34376758434153,0.625,-2.89827899667594,0.569454830406142,1.11036519819652
"Fibrella",0.351195538764437,1,0.555555555555556,-2.89072232984406,1.35940491303952,0.625,-2.11417389663519,0.75891964403882,1.10533913809087
"Sphingopyxis",0.351861246117276,1,0.444444444444444,-2.29328195646537,0.863085999820852,0.625,-1.64812393108421,0.752973206087783,0.8413230281074
"Caldilinea",0.352875069832605,1,0.555555555555556,-2.48910727346422,1.76249203327362,0.75,-1.49005770917711,0.298963477089709,1.42437399963692
"Pseudoalteromonas",0.353761125732814,1,0.444444444444444,-3.85523152001632,0.768218674870032,0.625,-3.23425267540791,0.699181978489013,0.785817968466389
"Rhodoferax",0.35679459552463,1,0.555555555555556,-4.29315930629425,0.322439552136416,0.625,-3.66212240263453,0.93440470110437,0.747690824634151
"X.Rhizobiaceae.",0.358731707258047,1,0.222222222222222,-0.0341355042321319,1.18736983767416,0.5,0.629340642987946,1.32496952884644,1.25907567876916
"Micrococcus",0.359422511651824,1,0.222222222222222,-2.31545711889663,0.694318996998689,0.25,-2.74110689987993,0.641214382208993,0.663545088520681
"X.Oscillatoriales.",0.366483683449342,1,0.333333333333333,-2.00682547227745,0.871731243003606,0.25,-2.52131539002377,1.018403545154,0.925164537376533
"X.Clostridia.",0.367006908136351,1,0.555555555555556,-1.8933881442895,0.65960280700897,0.625,-2.49481867570585,0.360800179050372,0.70970724149738
"Cellvibrio",0.367484023338193,1,0.777777777777778,-3.94193833709601,0.458654360620194,0.5,-3.24986334883267,0.536855655087287,0.728018114255963
"X.Phyllobacteriaceae.",0.367565803144879,1,0.555555555555556,-3.05331940102093,1.13255047693801,0.5,-2.41509243165152,0.738628969257589,0.939489588786631
"Pleurocapsa",0.369352492346672,1,0.777777777777778,-4.31829335469246,0.55620917994856,0.625,-3.50760776235745,0.980494355421337,0.899903385061072
"Bipolaris",0.372035353587219,1,0.111111111111111,-0.180508315769025,0.706232450988685,0.125,-0.624048901029545,1.10890295086589,0.882648125009038
"Magnetospira",0.373708294460994,1,0.888888888888889,-4.26625594571133,1e-06,0.75,-3.13410937692306,1.05148674342886,0.974989894678067
"Roseiflexus",0.378723749011937,1,0.444444444444444,-2.71562768629329,1.01403283596881,0.5,-2.07926575779706,1.24077815230398,1.09365368337491
"Leishmania",0.379026087409527,1,0.888888888888889,-2.07876196299245,1e-06,0.75,-1.02595032578575,0.318727553398009,0.863023547977595
"Apis",0.379375486232869,1,0.777777777777778,-3.23135194968987,1.46357526692766,0.625,-2.28557346859604,1.45797568905408,1.27933381649972
"Harpegnathos",0.379510761594542,1,0.777777777777778,-4.49069360383652,0.312398409452526,0.75,-3.52175503065683,1.82512660307255,1.11023856280591
"X.Comamonadaceae.",0.380813272326311,1,0.444444444444444,3.82683775391993,1.20764858516287,0.5,2.87793664751363,2.78414708373427,2.45371381258035
"Candidatus_Symbiobacter",0.381134626318217,1,0.666666666666667,-2.88003081280919,1.70275555733535,0.625,-3.7968309103609,1.55108118510647,1.52480967310078
"Roseibium",0.38225675462091,1,0.777777777777778,-4.09739432093669,0.243810770496034,0.75,-3.25461190623408,0.881070432176946,0.850093080031509
"Weeksella",0.382974722255823,1,0.444444444444444,-3.48891785595401,0.665268318988482,0.625,-4.08854932258368,1.04815878838266,0.830869646777329
"Atopobium",0.386901941896431,1,0.777777777777778,-4.48892429165181,0.660438540073812,0.875,-3.43203813941906,1e-06,0.900335936268125
"Pseudomonas",0.387866039583535,1,0.222222222222222,3.29476598501741,0.692621143920429,0.125,3.70200396870535,0.852151042104817,0.744853729012675
"Corynebacterium",0.389468829080514,1,0.555555555555556,2.03067027644574,0.189183723955035,0.375,1.56866486410439,0.568510223580424,0.603822583483792
"X.Proteobacteria.",0.390677113950242,1,0.222222222222222,3.19581323623887,0.450152335145271,0.25,2.56329521834527,2.1408010131122,1.67490164850054
"Candidatus_Accumulibacter",0.391485334138397,1,0.777777777777778,-2.49278755308358,0.743842229571239,0.875,-1.43894932878057,1e-06,0.913396951949378
"Isoptericola",0.393316220809758,1,0.555555555555556,-3.32256565245466,1.13640919231158,0.625,-2.67748803517496,0.419913639559071,0.91494263981676
"Nonlabens",0.393721315012656,1,0.888888888888889,-4.26979457008075,1e-06,0.625,-3.23676746174561,1.09592122885079,1.00724256487365
"Shinella",0.394949197133697,1,0.666666666666667,-3.99887067368332,0.41297456217548,0.75,-4.68953818545258,0.173631827649549,0.730229804689599
"Acetobacter",0.395201721454327,1,0.444444444444444,-3.81936970829404,1.06659241863716,0.375,-3.26958285744582,0.950857471684946,0.989797875354518
"X.Deinococcales.",0.397533831938069,1,0.333333333333333,-3.60794284184026,0.770905751661542,0.625,-3.03343373262649,1.09910786669675,0.870227650945182
"Methanobacterium",0.400805141425379,1,0.888888888888889,-4.71159263759229,1e-06,0.75,-3.59918148581529,1.36836540480188,1.06050041830237
"Raoultella",0.40172822479268,1,0.555555555555556,-3.62841590380414,0.896852731466353,0.5,-3.03022112880246,1.05098166285532,0.956815172177286
"Herpetosiphon",0.403477280420177,1,0.666666666666667,-2.3587795409247,0.579473887466516,0.875,-1.43894932878057,1e-06,0.833624363839138
"X.Sphingomonadaceae.",0.403933917689092,1,0.222222222222222,2.35914388565214,0.962131202231701,0.25,2.83214177608212,1.06023754118586,0.991817456173337
"X.Planctomycetaceae.",0.406312777886396,1,0.777777777777778,-1.85610918037969,0.400122409418727,0.875,-0.861025371511412,1e-06,0.869548434354655
"Arsenophonus",0.40673070780865,1,0.777777777777778,-3.36483960217608,2.25013435318634,0.75,-2.31089580170851,1.43339668166167,1.48035348678388
"Afipia",0.407499411839077,1,0.666666666666667,-2.985837123545,0.395324734096002,0.875,-3.87762278352937,1e-06,0.797604953937076
"Methylotenera",0.409446453270223,1,0.555555555555556,-2.58502400429129,0.982760424766483,0.5,-1.98139814268813,1.08623482037365,1.00768040670263
"X.Methanomicrobia.",0.409948411535859,1,0.777777777777778,-4.55571424623868,0.220445335133184,0.875,-3.5757107560083,1e-06,0.85711418406301
"Sporisorium",0.414437300171106,1,0.555555555555556,-3.43971791513196,1.27136980182798,0.625,-2.73258188917389,1.25504619918179,1.20586593034391
"Influenzavirus_B",0.415134997740542,1,0.666666666666667,-1.99866797075883,1.96989833397188,0.75,-2.93204661533351,0.765726845538347,1.45749030424407
"X.Actinobacteria.",0.421271659746968,1,0.444444444444444,0.523976205518826,1.89529559648314,0.5,1.21431928203323,0.625893701498151,1.54879011112626
"Cladophialophora",0.422675386382218,1,0.777777777777778,-1.62573492600125,0.234107615939201,0.75,-2.36710168501758,0.379319613950957,0.786180253866837
"Brachyspira",0.425094069762148,1,0.888888888888889,-3.39446178541552,1e-06,0.75,-4.34496860587138,0.313663144975384,0.862666396924288
"X.Adenoviridae.",0.427378970267194,1,0.777777777777778,-3.61542900878304,0.437791110545036,0.875,-4.56676194269177,1e-06,0.873068231078679
"X.Myxococcales.",0.427553356931599,1,0.555555555555556,-1.46012490156748,1.78807881073358,0.625,-0.728972410004506,0.492579611631349,1.36607812162199
"Commensalibacter",0.428396239470948,1,0.333333333333333,-2.33865323223909,1.61663199236258,0.25,-2.99085122025177,1.68634945727621,1.94373994636458
"Thermotoga",0.429580800683881,1,0.777777777777778,-4.44045946684379,0.728978152615357,0.875,-3.47349726035026,1e-06,0.910955627669913
"X.Nostocaceae.",0.430631202239392,1,0.555555555555556,-2.37327176494409,1.23601622137051,0.125,-2.86938365552172,0.825367133467359,0.961142692115595
"Coniosporium",0.431062446648094,1,0.444444444444444,-1.5661784117112,1.34661021435597,0.25,-2.16696476952562,1.46846446659631,1.51307350027181
"Lachnoclostridium",0.431833714478673,1,0.777777777777778,-2.93511333913353,0.52432053616824,0.5,-2.34595144580833,0.390515536066273,0.69939124791266
"Cesiribacter",0.436509393799832,1,0.444444444444444,-2.67106848200522,0.580399630217016,0.5,-2.20144664493282,0.911286462325098,0.766750776455062
"Mycobacterium",0.437892864941018,1,0.777777777777778,-2.51452053188562,0.83891889330578,0.875,-3.47349726035026,1e-06,0.930178307828827
"X.Rhodobacterales.",0.438711161900701,1,0.333333333333333,-2.63555911435267,0.482505560152615,0.375,-2.28115824649301,0.331772402038931,0.544680490271066
"X.Nocardiaceae.",0.439136528054428,1,0.666666666666667,-3.68553684876536,0.806876595703706,0.875,-4.56676194269177,1e-06,0.896883117542847
"Novosphingobium",0.439463452445095,1,0.333333333333333,-0.654774868071757,0.558988167219592,0.25,-0.306269571300021,0.504577106976855,0.58287757174953
"Actinotalea",0.441233894629218,1,0.444444444444444,-3.16236880505406,0.967465847323771,0.375,-2.6737625816356,0.987095413831606,0.956880174343145
"X.Dothideomycetes.",0.441371725583196,1,0.111111111111111,-0.066511304671781,1.05684028422402,0,0.288675366982326,0.606633893187824,0.820848113527986
"Rubrivivax",0.442523989410254,1,0.888888888888889,-4.26625594571133,1e-06,0.75,-3.34139717196624,0.534081391882466,0.883504121005911
"X.Lachnospiraceae.",0.44323787217654,1,0.444444444444444,-2.57778777749974,0.497142942768984,0.75,-2.03793731617349,0.0725185113491996,0.665618089565704
"Nitrosopumilus",0.443571482135711,1,0.666666666666667,-4.06226095982034,1.10193941649037,0.5,-3.39984653369762,1.36037158517649,1.20439670223642
"Solibacillus",0.4462308617503,1,0.333333333333333,-2.97091327921862,0.975888250050488,0.5,-3.45192611042223,0.844057388886145,0.910391316608723
"Verticillium",0.447379581104997,1,0.777777777777778,-3.5977157926324,0.950462922050592,0.75,-4.34813356152322,0.656450877067334,0.900114464182309
"Stigmatella",0.449472665068147,1,0.666666666666667,-2.91059454452281,1.17777239973892,0.75,-2.21199189007087,0.173631827649549,0.95208906832833
"X.Xylariales.",0.449856263210892,1,0.555555555555556,-3.76288662932957,0.54371024917562,0.75,-4.34813356152322,0.656450877067334,0.748305415348219
"Phanerochaete",0.451335313356844,1,0.777777777777778,-4.26802525789604,0.972836949526338,0.875,-3.32446031544177,1e-06,0.957235115035577
"Cedecea",0.452461885602674,1,0.666666666666667,-3.40154646192691,0.169874481602934,0.625,-2.78176438903806,1.36704967086314,0.955333870040993
"Acidaminococcus",0.452857248723247,1,0.666666666666667,-3.80970244439745,1.5292179102282,0.875,-4.81231442821339,1e-06,1.23548145697499
"Puccinia",0.453773081041988,1,0.222222222222222,-1.4778798372845,0.881449734494947,0,-1.88934647302464,1.22159382726439,1.0847921953134
"X.Pleosporaceae.",0.455403587707173,1,0.111111111111111,0.657670488407581,1.06952181043541,0.125,1.02233658177527,0.626119907874468,0.858322197811194
"Micromonospora",0.45595506229735,1,0.444444444444444,-3.17302312265602,1.39185978064628,0.75,-2.44663575586806,1.07856599315082,1.27627171554446
"X.Fungi.",0.456083872270282,1,0.222222222222222,-0.0314008965398791,0.620978152736704,0.125,-0.341206333453166,0.525843110038403,0.581458490970951
"Sphingomonas",0.456647729555762,1,0.111111111111111,2.33521051840712,1.35566541909679,0.25,2.85300314852207,1.50655718583396,1.59514652430798
"Leuconostoc",0.458865373512166,1,0.777777777777778,-1.62573492600125,0.234107615939201,0.875,-2.50367640603873,1e-06,0.8578067249653
"Shigella",0.459205332106358,1,0.666666666666667,-3.705629010896,1.37485842283737,0.375,-3.13749521032516,0.890419569745547,1.04452980257458
"Wolbachia",0.459210518896033,1,0.888888888888889,-2.07876196299245,1e-06,0.625,-3.16185445297682,1.89165230237209,1.48426288716777
"X.Pseudonocardiaceae.",0.462097532814552,1,0.555555555555556,-2.48279097946568,1.42374136723553,0.875,-1.52988772580661,1e-06,1.25085643288125
"Albugo",0.462508569873135,1,0.666666666666667,-3.92321369554319,1.03360250448627,0.75,-3.26687869951199,0.0814327021912525,0.891805917088153
"X.Sphingobacteriaceae.",0.464279436830738,1,0.222222222222222,0.39345031556696,2.01592985791699,0.625,1.1315402012788,0.485171693889335,2.03490962937994
"Halothermothrix",0.464737217112788,1,0.444444444444444,-3.66568410816982,1.28067215668366,0.875,-4.56676194269177,1e-06,1.18638997540857
"Gregarina",0.465099536323174,1,0.666666666666667,-1.11982047294833,1.36354318655449,0.75,-1.86482839343971,1.18189663589121,1.16280032784647
"Helcococcus",0.465746537137592,1,0.666666666666667,-4.19702862412967,0.665943165028939,0.5,-3.66406098451695,0.940775185936641,0.862133078460719
"Dehalobacter",0.466582206467558,1,0.666666666666667,-4.42691826285755,0.515998707470707,0.75,-3.75643497377667,1.49323904469552,0.94824387020668
"Modestobacter",0.46823025576778,1,0.444444444444444,-0.952830571337429,0.475944608191913,0.75,-1.47913983978275,0.803434711315232,0.708629091123784
"Joostella",0.468751193479813,1,0.555555555555556,-4.09930198559606,0.745623703604301,0.75,-3.50487343294844,0.874410842256408,0.841448154696591
"Rhodopirellula",0.469696443947629,1,0.555555555555556,-3.38294463705318,1.25383475528193,0.875,-2.4943450159489,1e-06,1.12641265733642
"X.Xanthomonadaceae.",0.470705066939082,1,0.666666666666667,0.278415544326423,0.820610123384878,0.875,-0.543568479998476,1e-06,0.901368004707944
"Indibacter",0.471621728906153,1,0.666666666666667,-4.645770689856,0.347768731974438,0.875,-3.87762278352937,1e-06,0.790514064054787
"X.Chloroflexia.",0.474809877981805,1,0.666666666666667,-2.60586189412247,0.679410488458072,0.625,-3.1569754914184,0.852424190757373,0.836768138041235
"Agrococcus",0.475200672840764,1,0.333333333333333,-2.48799464393945,0.799318041025477,0.375,-2.02777078015165,1.37365456248469,1.08323984005398
"Pseudozyma",0.476221703237125,1,0.333333333333333,-2.7888913824811,0.552787453645428,0,-2.4074037565712,1.17920417786902,0.946494024601988
"Macrococcus",0.477104784082275,1,0.444444444444444,-2.53180740439977,0.84821986520284,0.625,-3.00538792560626,0.494305620085224,0.78783934838989
"Nitrincola",0.477108489606654,1,0.777777777777778,-3.97345889660065,0.0685396125415454,0.875,-4.81231442821339,1e-06,0.852218796313804
"Rhodococcus",0.478651120231863,1,0.555555555555556,-0.973926285028446,0.838764031925604,0.75,-1.54773260612396,0.273471982642915,0.82080055875936
"X.Betaproteobacteria.",0.479900977137635,1,0.777777777777778,2.2408833589568,0.373591998917931,0.625,1.63335433077707,0.807682775567808,0.82806872494768
"Hyaloperonospora",0.479977196054408,1,0.666666666666667,-3.84206976942654,1.37842124167332,0.625,-3.24032744438132,0.62868467658235,1.02178277914005
"Wigglesworthia",0.481782369883888,1,0.888888888888889,-4.95592486189495,1e-06,0.75,-4.06838737182758,1.05207173255711,0.975127121853338
"Salipiger",0.481856723762048,1,0.777777777777778,-4.00872829168288,0.994000290493595,0.75,-4.68953818545258,0.173631827649549,0.868398496610919
"Oceanobacillus",0.482126158302791,1,0.888888888888889,-3.16996923948669,1e-06,0.75,-4.00039902629018,0.173631827649549,0.855056919293455
"X.Neisseriales.",0.482862768110888,1,0.666666666666667,-3.34086325531461,1.73804290034478,0.5,-2.61983216390159,1.67981529886796,1.70770465567534
"X.Dermatophilaceae.",0.482898309550819,1,0.333333333333333,-3.74864842320454,0.744777949439327,0.5,-4.146872345295,0.67444019482015,0.737475024734986
"Blastococcus",0.485181605755601,1,0.444444444444444,-1.73633049020833,1.21770884663635,0.5,-2.26500302881152,1.23543964883136,1.21248271078461
"Legionella",0.487020054667478,1,0.555555555555556,-3.25690681526466,1.02752353277135,0.5,-3.77353316416592,1.12878402351236,1.04725148166999
"X.Hyphomicrobiaceae.",0.489109418489238,1,0.555555555555556,-3.37694475887709,0.534939934981233,0.625,-2.80160796826296,1.73512197249387,1.11952214855632
"Aeromicrobium",0.490033814961803,1,0.777777777777778,-2.97205498347671,0.912967831988122,0.75,-3.72002349147104,1.54473265679825,1.08927296557462
"X.Siphoviridae.",0.490191464875483,1,0.555555555555556,-2.56801781261293,1.04983796368111,0.75,-3.17339115030028,0.77167778628281,0.964241599299709
"Kineosphaera",0.490760248486135,1,0.444444444444444,-3.0348972208154,1.00186304260018,0.75,-3.60104154948557,0.391144932282624,0.910391202649559
"Ramlibacter",0.491019337838999,1,0.444444444444444,-1.85186045341557,0.785303957440441,0.5,-1.45151616381148,0.443598910390902,0.714527986446545
"Anoplophora",0.492454490342011,1,0.888888888888889,-1.93993998206881,1e-06,0.75,-0.843657698082831,2.52853370725104,1.564671460306
"X.Actinomycetaceae.",0.493120433298804,1,0.555555555555556,-3.40098918652478,1.0248529393952,0.75,-3.99940004105542,0.802370896067921,0.955284185766325
"Arthrobacter",0.494303850136934,1,0.333333333333333,1.40728830367335,0.555610696361939,0,1.7923658382816,1.29618693215172,1.04879587258918
"X.Sphingomonadales.",0.499288538734765,1,0.333333333333333,0.802294316516535,0.690202961686503,0.25,1.13310692149113,0.690931044390595,0.690489666786066
"Camponotus",0.499546222391749,1,0.777777777777778,-2.70063077688796,2.84392953682311,0.75,-1.77373476970001,1.31072247402961,1.75005489383138
"Hafnia",0.49981966166028,1,0.666666666666667,-2.80427244985389,0.801029585644171,0.375,-2.1389942670602,1.95138804915205,1.72920692175249
"Desulfobacula",0.502849180696916,1,0.777777777777778,-3.75079055066017,0.728978152615357,0.875,-4.56676194269177,1e-06,0.910955627669913
"Anaeromyxobacter",0.504686159261332,1,0.333333333333333,-3.00830402804453,0.911250096065586,0.5,-3.43559143814976,1.03757001095517,0.940606187658571
"Richelia",0.505091074691189,1,0.777777777777778,-3.97345889660065,1.04387874735557,0.875,-4.81231442821339,1e-06,0.973212156470992
"Moorella",0.506646626385679,1,0.555555555555556,-3.86930068556026,0.687649582382295,0.875,-4.56676194269177,1e-06,0.825726485567141
"X.Moraxellaceae.",0.507531171511202,1,0.333333333333333,1.1577989995304,0.717396542707665,0.125,0.781369533748383,1.21248281988057,1.00337837807343
"X.Arthropoda.",0.509270160085828,1,0.222222222222222,-1.9470426864566,2.00702911643232,0.25,-1.31798912000431,2.08727046268187,2.82538190646353
"Cryphonectria",0.510137863499287,1,0.777777777777778,-4.21087978814687,0.26722423227383,0.875,-3.43203813941906,1e-06,0.859658162189197
"X.Nocardiopsaceae.",0.51070010982172,1,0.666666666666667,-4.06226095982034,1.10193941649037,0.5,-3.56876658936477,0.767795128457858,0.912639660266924
"Trichosporon",0.512560917126005,1,0.555555555555556,-2.01668038192734,2.10128169812316,0.5,-2.67066902821626,1.36326468274631,1.89435452571158
"Weissella",0.513450959880941,1,0.777777777777778,-3.17588915471031,0.571676739556224,0.875,-2.39059597031676,1e-06,0.88813999888116
"Crinalium",0.515513477684771,1,0.666666666666667,-3.38524034699936,0.94856487890022,0.875,-2.62773255472868,1e-06,0.946791357407761
"Ahrensia",0.516647698329524,1,0.888888888888889,-3.92499407179262,1e-06,0.75,-4.68953818545258,0.173631827649549,0.855056919293455
"Nitrospina",0.516647698329524,1,0.888888888888889,-3.92499407179262,1e-06,0.75,-4.68953818545258,0.173631827649549,0.855056919293455
"Candidatus_Entotheonella",0.516770653389323,1,0.666666666666667,-1.25774929067647,1.40717933756434,0.75,-1.99066828211235,2.03840480059893,1.43634246092514
"Cylindrospermum",0.516976116606388,1,0.888888888888889,-2.63824602117996,1e-06,0.75,-3.54662488920763,1.78995531181569,1.20898596205402
"Neofusicoccum",0.51844983095372,1,0.555555555555556,-3.29019714665883,0.888016472202801,0.625,-2.83524809941669,0.468524124015003,0.805268170866157
"Acidovorax",0.519024981838996,1,0.444444444444444,3.36756308954337,1.43370721331865,0.5,2.72273472370821,2.29855347421774,2.11858511379883
"Rhodnius",0.521244734972423,1,0.777777777777778,-2.13312797285566,3.01669850948991,0.375,-2.91088037144164,1.50348255107722,1.98805455210961
