"","p","p.adj","eta1","mean1","sd1","eta2","mean2","sd2","mod.pool.var"
"Melampsora",0.19245787703642,1,0.285714285714286,-2.57428344109088,1.13749238680754,0.25,-3.44095857870235,1.10321193993551,1.12017512880155
"Coprobacillus",0.19766085575531,1,0.714285714285714,-3.33829181546089,0.942611760491666,0.875,-5.01072300954739,1e-06,0.987514151674928
"Runella",0.200219601291671,1,0.571428571428571,-2.80763117912618,0.872402644514872,0.625,-1.77688442847733,0.654190411076284,0.879496765428883
"Thiothrix",0.200523476656284,1,0.571428571428571,-4.18977969278427,0.977202373266632,0.75,-2.99322904763636,0.614293471828023,0.941904262316618
"Rhodoferax",0.200967304381953,1,0.428571428571429,-4.70624841907372,0.248232299570396,0.625,-3.74931425311726,1.22747148044397,0.875440450225496
"Pedobacter",0.202215323938952,1,0.142857142857143,-0.996687883936081,1.23497405048924,0.625,-0.0394682227020088,0.164852195940606,1.03960239711296
"Delftia",0.20571584563225,1,0.571428571428571,-1.25469512045234,1.78250387629775,0.625,0.00537870573610409,1.10072810666393,1.34881369340545
"X.Clostridiales_Family_XIII._Incertae_Sedis.",0.206151911954073,1,0.428571428571429,-4.73997645073012,0.58394623222114,1,-5.01727983681492,1e-06,0.914204579196626
"Dehalobacter",0.206960056957058,1,0.571428571428571,-4.86432877161579,0.351054868036103,0.75,-3.66571821349973,1.56533677074098,0.974315104947203
"Pelagibaca",0.2076497049698,1,0.571428571428571,-4.44189339615683,0.977745864030449,1,-5.01727983681492,1e-06,1.08373726869304
"Hydrogenophaga",0.208867782552065,1,0.142857142857143,-3.34146054846228,0.972706386695561,0.625,-2.35280640276003,1.52995932838426,1.14372312369322
"Enterococcus",0.20937726807782,1,0.285714285714286,-0.261927694046909,2.61157835202737,0.625,-1.77293065352821,1.03829038130209,2.49755083270366
"Brevibacterium",0.21572820875162,1,0.285714285714286,-2.92968108919337,0.428994136915836,0.625,-3.71296014575573,0.476569063622198,0.691043087218755
"Phytophthora",0.21881122712956,1,0.285714285714286,-2.87856571336806,1.29964853402931,0.375,-2.07008183394895,0.581788332913369,1.00504277618024
"Bifidobacterium",0.218824579455454,1,0.285714285714286,-2.46794983753742,1.41721175855912,0.375,-1.38332543472902,1.88774084943091,1.80895122209484
"Pontibacter",0.219295481797051,1,0.142857142857143,-1.58628826995115,1.10373968814728,0.25,-0.820833850751336,1.07043987579656,1.09162087417997
"Daphnia",0.224460170964806,1,0.714285714285714,-4.21691116103255,0.392925643561786,0.75,-3.01640992819057,0.647076187495537,0.87554264862108
"Shewanella",0.227298663449413,1,0.428571428571429,-1.80179118743643,0.44766748650712,0.5,-2.53049760119238,0.315211245393791,0.672426964607673
"Bombyx",0.228111606922642,1,0.857142857142857,-5.26791075603901,1e-06,0.625,-3.518033963065,1.85665268947013,1.41877593292091
"X.Basidiomycota.",0.228272375396119,1,0.142857142857143,-0.715043480403245,1.18094202589478,0.25,-1.415531835514,0.648225643523659,0.951761903482786
"Turicibacter",0.229325023715272,1,0.428571428571429,-2.04759273404712,0.194448769197626,0.375,-2.7695310888435,0.812964698240154,0.743678274596581
"Loktanella",0.229577356566595,1,0.714285714285714,-5.16271157243349,0.148774112205512,0.75,-3.9661413910809,0.851409137127688,0.890490118570405
"Candidatus_Acetothermum",0.230431798054037,1,0.714285714285714,-3.7696387638535,0.332595055986584,0.625,-4.7838266779956,0.221486541490913,0.777419804551761
"Actinokineospora",0.234118848098142,1,0.714285714285714,-3.51456736543546,0.600338477620203,0.875,-5.01072300954739,1e-06,0.937862381914474
"Strongylocentrotus",0.234173441598796,1,0.714285714285714,-4.77613196846257,0.397932006666983,0.750000000017466,-3.4309496672612,1.89734963284851,1.14927140933191
"Nostoc",0.234210353303386,1,0.571428571428571,-2.2107382172722,1.5652143397445,0.625,-3.34501266553333,1.11161857848933,1.24565797898572
"Cyclobacterium",0.241746896738293,1,0.428571428571429,-3.79707786372815,0.559892845947397,0.625,-3.00550809058654,0.0578049712407521,0.721637307311295
"Sagittula",0.241875172500328,1,0.714285714285714,-3.55855502040937,0.347335980176605,0.875,-5.01072300954739,1e-06,0.915320311794409
"Cellulophaga",0.244149210670719,1,0.857142857142857,-5.05751238882796,1e-06,0.75,-3.58530666995311,0.703457409191358,0.950502694792183
"Erythrobacter",0.245270202216229,1,0.142857142857143,-2.43569156354095,1.0404529470575,0.625,-1.61913778841406,0.363794136625259,0.919217807410281
"Paracoccus",0.247688950762469,1,0.285714285714286,-3.51682901970244,0.682620245435643,0.75,-2.57427029081856,1.15535623849813,0.875474566895761
"total",0.24798670949915,1,0.142857142857143,6.92393901355849,0.489464830619204,0,6.08860281150497,1.92381919176423,1.69716761717019
"X.Microbacteriaceae.",0.249188503497373,1,0.285714285714286,1.30420422127482,1.56191667351112,0.375,2.104564568976,0.359194293121596,1.12775344737812
"Sporolactobacillus",0.249347358343156,1,0.571428571428571,-3.72377839300632,0.328686648384198,0.875,-5.01072300954739,1e-06,0.844860333631616
"X.Cyclobacteriaceae.",0.250890339877135,1,0.142857142857143,-2.71050458558217,0.961384469663792,0.625,-1.92824900265715,0.27403044654279,0.864763470781916
"X.Mycobacteriaceae.",0.252772588649295,1,0.285714285714286,-4.49001908225809,0.696140288067533,0.75,-3.60266978875282,0.247585889721595,0.793555882213173
"Kosakonia",0.25370780791721,1,0.571428571428571,-4.03829823657511,1.03756331991229,0.5,-3.11725818303552,1.05041725163509,1.03019101428029
"Kineosphaera",0.254448951541266,1,0.285714285714286,-3.41033721388499,1.24982398633441,0.75,-4.44452464519618,0.174873051145673,1.08591661512092
"Alishewanella",0.254676284786166,1,0.428571428571429,-3.44531126148219,1.69975001966679,0.625,-4.4649045085854,0.370274935171663,1.26785047914183
"X.Deinococci.",0.255206536613479,1,0.142857142857143,-3.20218245392082,1.19770476230508,0.25,-2.44054041722482,1.27197853622002,1.26689411888522
"Salinisphaera",0.26158217187648,1,0.428571428571429,-4.87889664426243,0.348554001312562,0.75,-4.01044403622331,0.132847974832543,0.733123769985957
"Rhodotorula",0.262163127788731,1,0.714285714294526,-2.98613370762502,1.95272597746381,0.75,-4.2751589546162,0.703457409191358,1.19651202797522
"Mycobacterium",0.262560613642502,1,0.714285714285714,-2.51942424368849,0.523229853071519,0.875,-3.91650633235232,1e-06,0.929716984872716
"Phaeobacter",0.264611217895158,1,0.571428571428571,-4.86432877161579,0.351054868036103,1,-5.01727983681492,1e-06,0.927151199499137
"X.Myoviridae.",0.265471133418093,1,0.857142857142857,-0.0472516123773433,1e-06,0.625,-1.96540042080878,2.63139489397413,2.01640279708634
"Orbilia",0.266109194699687,1,0.714285714285714,-4.81741512205606,0.339548810957529,0.75,-3.73424297837401,0.523455256784817,0.85974729235246
"X.Nostocaceae.",0.267669717391616,1,0.428571428571429,-2.76479691974813,1.46462251841221,0.125,-3.51587560430675,0.860935673183967,1.09987495805179
"Photorhabdus",0.268623695242677,1,0.857142857142857,-4.17270562569252,1e-06,0.625,-2.87795233764776,0.782762753234126,0.931603203837784
"Capitella",0.268976560072267,1,0,-3.3081210820195,1.37173869218452,0.375,-4.03542300843325,0.791288347189605,1.19215600857704
"Pantoea",0.270449714111009,1,0.142857142857143,0.966859828929509,2.2783839872098,0.25,2.00789887390816,1.67787848039974,2.52830439205705
"Butyrivibrio",0.270632890664935,1,0.714285714285714,-3.30541771077948,0.896120755800344,0.75,-4.41326748012407,0.508142459338776,0.917492702832731
"Herbaspirillum",0.271712163937679,1,0.428571428571429,-2.93162631046431,0.807904516865634,0.5,-2.19056325226443,0.743178865747037,0.846111426050862
"Myroides",0.27176713109139,1,0.142857142857143,-3.40726513601195,0.927081470352163,0.25,-2.80736946855646,0.730352585363441,0.844326743203329
"Brenneria",0.272136595002609,1,0.857142857142857,-4.57731785528417,1e-06,0.75,-3.22599569114585,0.195314949852583,0.907564379021781
"Sphingopyxis",0.281129557861154,1,0.285714285714286,-2.70539459884877,0.962090680212044,0.625,-1.94095825239125,0.463441382824702,0.879172728941398
"Chlorobium",0.283450862974793,1,0.857142857142857,-4.62966367472277,1e-06,0.5,-3.44902446046215,0.733367424031336,0.888587816777932
"Geotrichum",0.285191096056326,1,0.571428571428571,-4.7098605974031,0.791384157656184,1,-5.01727983681492,1e-06,1.02174232939484
"Trichosporon",0.285873396601112,1,0.428571428571429,-2.46505374632583,1.70745161904097,0.5,-3.4336264361525,1.37429946230639,1.53663304160422
"Tetranychus",0.286460477542159,1,0.714285714285714,-3.73960527278056,0.887156271136167,0.5,-1.93473873061528,3.54611873326617,3.52932427696742
"Wohlfahrtiimonas",0.288386699335424,1,0.714285714285714,-4.81741512205606,0.637097035368554,0.75,-3.66571821349973,1.56533677074098,1.07174552780834
"Massilia",0.290260395067525,1,0.142857142857143,-1.44216623121177,0.962807036894722,0.25,-0.800981859462541,1.11822761577493,1.04409345635619
"Dolosigranulum",0.293774291454942,1,0.428571428571429,-3.67613057652795,1.1394155116762,0.625,-2.77650843219552,1.34428535080829,1.16996719942223
"Oceanimonas",0.293791777084052,1,0.857142857142857,-5.26791075603901,1e-06,0.75,-3.98052622755661,0.144532550713393,0.905941795326714
"X.Cytophagaceae.",0.296681272335832,1,0.142857142857143,-0.014812278461097,1.04138734525632,0,-0.823741838509227,1.97880409414279,1.96184591101905
"Microcoleus",0.299492792987216,1,0.428571428571429,-3.85473812798459,1.42560189187299,0.5,-3.03809612001877,0.894041831808306,1.15819830318459
"X.Nitrosopumilales.",0.300143597974049,1,0.571428571428571,-3.26824309081352,0.387685419736515,0.625,-2.51364232009993,0.249801554079297,0.736297898794682
"X.Rhabditida.",0.300361312615597,1,0.714285714288543,-3.05004973763905,2.04311689392167,0.875,-4.56817856550807,1e-06,1.296438558569
"Planococcus",0.301511454151362,1,0.142857142857143,-3.51060771992201,1.08422798946165,0.375,-2.88594679758468,0.719326691156413,0.942378832085197
"Saccharomyces",0.304069989302077,1,0.714285714285714,-3.69561761780665,0.949364209377253,0.875,-5.01072300954739,1e-06,0.988715272603219
"Salimicrobium",0.305018032941705,1,0.857142857142857,-5.26791075603901,1e-06,0.75,-3.99961625331028,0.45432243067298,0.923383892653651
"X.Thermaceae.",0.30555105997984,1,0.714285714285714,-4.31724132902675,0.534813927854364,0.625,-3.43461542789288,0.478421831285679,0.819763622976846
"Dysgonomonas",0.309973808527218,1,0.428571428571429,-3.7698923648215,0.522538406436652,0.75,-2.74853460603962,2.57336516617057,1.2508033556319
"Kutzneria",0.310037664701108,1,0.571428571428571,-3.01483999491553,0.201445128291805,0.75,-3.92152318845337,1.20357390583902,0.881961433018871
"Nocardia",0.310456350906616,1,0.571428571428571,-3.97197834900092,0.589574907147802,0.875,-2.81936355166357,1e-06,0.886035596461077
"Verminephrobacter",0.310496616695224,1,0.571428571428571,-4.09901516230331,0.534678359616249,0.75,-3.23084921986109,0.22681341227777,0.810220109002726
"Stigmatella",0.31306034853989,1,0.571428571428571,-3.34664248281347,1.08032954476856,0.75,-2.41279304433078,0.168393626643239,0.947869212107262
"Gottschalkia",0.314631305551522,1,0.571428571428571,-3.95915716283284,0.636860058828995,0.625,-3.12644399495929,1.13717231100155,0.954253186044747
"Microscilla",0.318173807702754,1,0.857142857142857,-4.57731785528417,1e-06,0.625,-3.23521447344658,1.55530257373589,1.24205412968964
"X.Rhodobacteraceae.",0.318589662567647,1,0.142857142857143,0.0282220023958664,0.61128524679329,0,-0.563585061872821,1.38593076294149,1.15218213093211
"Sorangium",0.318735281166002,1,0.571428571428571,-1.97913300043596,0.486839889294411,0.75,-2.85003130527624,0.765371271878309,0.844772426515423
"Micrococcus",0.320101144775572,1,0.142857142857143,-2.66279255297908,0.887692995820674,0.25,-3.24415865332431,1.05639144881346,0.974459977451473
"Candidatus_Nitrosoarchaeum",0.320356768301257,1,0.571428571428571,-4.26906276124867,0.579837296393929,0.75,-3.41708114070936,0.0148760933639649,0.814132464337676
"Bipolaris",0.322610002314529,1,0.142857142857143,-0.406364206726997,0.887164806843529,0.125,-1.03934818387136,1.44115624505719,1.26049133626719
"Puccinia",0.325568609650887,1,0,-1.87168770063969,1.04395896403284,0,-2.43689553657321,1.22943999969571,1.18105620596148
"Fulvimarina",0.325935790914673,1,0.142857142857143,-4.06156872957423,1.31803331706101,0.75,-3.09493820414467,1.73373039738422,1.36265380220986
"Blattabacterium",0.326578478532242,1,0.714285714285714,-4.56220761140997,0.0953972796012559,0.875,-3.36410421665372,1e-06,0.904833418553523
"Plesiocystis",0.329324282425303,1,0.714285714285714,-3.12085569405312,0.394128201160656,0.875,-4.3208707248843,1e-06,0.918582234366787
"Marinobacter",0.330960289369485,1,0.142857142857143,-2.45158761283457,0.599336586747521,0.5,-1.91754193858663,0.471651725155885,0.684858202299968
"X.Ascomycota.",0.331441125843364,1,0.142857142857143,2.71541830409447,0.653969356174693,0,2.25598383389366,0.76625103132585,0.733181805596996
"X.Armatimonadetes.",0.331470923400214,1,0.857142857142857,-4.69541188408559,1e-06,0.75,-3.5011002652898,0.391226887326778,0.918368009153709
"Afipia",0.331584432955563,1,0.571428571428571,-3.2456045195891,0.327758546246063,0.875,-4.3208707248843,1e-06,0.84475561844036
"Taphrina",0.333283646953443,1,0.571428571428571,-4.34479222062093,0.853090803135407,0.625,-3.56813694851754,0.771836104178104,0.899215239854479
"Lactococcus",0.333307422244072,1,0.571428571428571,-1.80918357397611,0.557966304419682,0.625,-1.05477338828542,0.816442605351053,0.848528439467201
"Hylemonella",0.337734136083229,1,0.571428571428571,-3.33972798954537,1.0340482256862,0.625,-2.57629845443814,0.401581969120977,0.885579408372596
"Cladophialophora",0.338608942701098,1,0.714285714285714,-1.90943323605012,0.944497156987744,0.75,-2.93490190093859,1.33420355313704,1.05593311415918
"X.Nocardiopsaceae.",0.338750859013792,1,0.571428571428571,-4.49926039483362,0.841464747554038,0.5,-3.75369200016977,1.03751183395578,0.974317141192348
"Rhodomicrobium",0.339917315599804,1,0.857142857142857,-5.26791075603901,1e-06,0.625,-4.1736831036734,0.684463165613686,0.906813911460844
"Advenella",0.340506395352708,1,0.285714285714286,-3.78065983157531,0.805447607663107,0.75,-4.54672459190781,0.656192855145545,0.863643893083365
"Hyaloperonospora",0.341431766739762,1,0.571428571428571,-4.19752518762212,1.67505854838181,0.625,-3.33887499062485,0.383210184759704,1.13816237947718
"Trichoderma",0.34146997773781,1,0.285714285714286,-3.76809189257833,1.20714278166531,0.5,-3.11133328981043,0.628332680295614,0.999510745057184
"Brachyspira",0.34180618098776,1,0.857142857142857,-3.36235754834589,1e-06,0.75,-4.54672459190781,0.656192855145545,0.944460807928238
"X.Bacillales.",0.341968755175335,1,0.285714285714286,0.36829205850501,0.8032000909271,0.625,1.01190666384028,0.473243403774468,0.808593996664306
"Micromonospora",0.343371708590143,1,0.285714285714286,-3.54859709565472,1.37362742799276,0.75,-2.64750084467963,0.736687545329892,1.20967045979429
"Tremella",0.343429381758805,1,0.571428571428571,-3.99641616556112,0.982298427701511,0.75,-3.13735889698074,0.0699635934190155,0.914009199148012
"Proteus",0.343812753421305,1,0.428571428571429,-3.92653532736346,0.442647581014346,0.375,-3.28767209858161,1.19261847282827,0.955269228227923
"X.Moraxellaceae.",0.344969376773665,1,0.285714285714286,0.939474872835296,0.95462067702148,0.125,0.304049083633659,1.38049952410077,1.25761261494161
"Methanosarcina",0.345201783733496,1,0.428571428571429,-4.49813318314951,0.786483640196381,0.625,-3.76181360116962,1.18893792979953,0.976872303059704
"Geodermatophilus",0.349296142499292,1,0.142857142857143,-1.92310255586207,1.70656242864434,0.375,-1.23196266850153,0.735091302716762,1.41327395591166
"Prevotella",0.349326322765329,1,0.285714285714286,-1.71596852936377,1.03070197460949,0.625,-1.03494233588475,0.609625894515379,0.93421417051977
"X.Arthropoda.",0.350212918131833,1,0.285714285714286,-2.6842550724261,2.06856191612159,0.25,-1.7956245158574,1.84282669207294,2.34546758373388
"Ceratocystis",0.351742943829419,1,0.714285714285714,-4.53603470169067,0.0583831957094544,0.375,-3.76891521152321,0.959314788154091,0.908667295295889
"Influenzavirus_B",0.352038032691225,1,0.571428571428571,-2.59346601648596,2.13997789607413,0.75,-3.67205322977845,0.345708893024147,1.49517739616957
"Oleispira",0.352461058476093,1,0.714285714285714,-4.81741512205606,0.339548810957529,0.875,-3.67836178173626,1e-06,0.914817421417345
"Shinella",0.353049420755582,1,0.571428571428571,-4.10642419583165,0.454957960690338,0.75,-4.89165073423936,0.16839362664324,0.795906073087195
"Microcystis",0.353748185863423,1,0.142857142857143,-3.73318276443452,1.01595691196521,0.875,-4.77257845893133,1e-06,1.00953262000033
"Kangiella",0.355088760748553,1,0.571428571428571,-4.79419598254544,0.230396080960075,0.875,-3.77773945030107,1e-06,0.835415303180252
"Beggiatoa",0.358980502025757,1,0.428571428571429,-4.25367111789513,0.474044078357369,0.375,-3.69763605788796,0.799032698173547,0.771983202544622
"X.Rhodospirillales.",0.359579605698138,1,0.428571428571429,-2.10552709645955,0.529259814083485,0.625,-2.77873629527448,1.06192951758586,0.868437730395089
"Gilliamella",0.359602206090517,1,0.285714285714286,-1.92152051673964,2.45029151244113,0.5,-0.717644546207037,2.98513707478914,3.6284419718298
"Aeromicrobium",0.359829423102306,1,0.714285714285714,-2.97712141559427,0.597399167135083,0.75,-3.92152318845337,1.20357390583902,0.981450778520542
"Gregarina",0.360309958592086,1,0.571428571428571,-1.61389074394394,0.758172931202926,0.75,-2.41519504607487,0.203170052693022,0.855148186622416
"Salinibacterium",0.360684622739312,1,0.714285714285714,-3.6507141611569,0.407797832637302,0.875,-4.77257845893133,1e-06,0.91961285998109
"X.Lepidoptera.",0.363710986107117,1,0.857142857142857,-4.49475154809717,1e-06,0.75,-3.37087858023794,0.575388160442193,0.93510439474403
"Bacillus",0.364558709609969,1,0.428571428571429,0.481264669002034,1.09046308253071,0.625,-0.227999770974126,0.784510201215221,0.984758547499545
"Curvibacter",0.364993059154586,1,0.714285714285714,-1.55414002572648,0.72873716725641,0.625,-2.32638760761736,0.217980547501384,0.810448235814388
"Salipiger",0.365740178311677,1,0.714285714285714,-4.01460504623672,0.679029694857048,0.75,-4.89165073423936,0.16839362664324,0.868353036576156
"Corynebacterium",0.366005526712132,1,0.428571428571429,1.71248786922196,0.332721867046418,0.375,1.2145273958488,0.408410726215269,0.63801958979734
"Baudoinia",0.36667556381559,1,0.428571428571429,-1.59770356600342,1.08527765103397,0.125,-2.19650215264357,1.05840085719689,1.06618468152348
"Salinispora",0.367054451469411,1,0.714285714285714,-3.31226125063964,0.407216435707585,0.75,-4.20097676564708,0.808366866918015,0.896699224664616
"Atopobium",0.371742099253136,1,0.714285714285714,-4.53603470169067,1.03502904203554,0.875,-3.39123052174676,1e-06,1.00469760375554
"Fibrella",0.372855909532925,1,0.428571428571429,-3.16348905964123,1.39807340409264,0.625,-2.40708066559546,0.868644853657044,1.16066881599842
"Isoptericola",0.3737310542596,1,0.428571428571429,-3.5953223752065,0.757705240272864,0.625,-2.97049802856858,0.385993712188079,0.79496266009457
"Coniosporium",0.374702689823935,1,0.285714285714286,-2.07873214588048,1.53796480563548,0.25,-2.74809030614034,1.30028337493455,1.47722518839006
"Photobacterium",0.374821431488114,1,0.714285714285714,-4.88133115206809,0.546706118872496,0.375,-4.22602274121434,0.447656277136779,0.732114642726635
"Colletotrichum",0.376934119778777,1,0.142857142857143,-2.92572670972481,0.759239589927032,0.5,-3.48558496472171,1.10315733741139,0.915615591697659
"Thermodesulfatator",0.377345389014881,1,0.571428571428571,-4.74922527367024,0.2852136946904,0.875,-3.77773945030107,1e-06,0.840273294255408
"Cyanobium",0.377869372315276,1,0.714285714285714,-4.05588819983022,0.165204787975979,0.75,-4.89165073423936,0.16839362664324,0.831074085237708
"Lactobacillus",0.377989868090298,1,0.142857142857143,-1.55617884259018,1.53790892632189,0.5,-0.75980564339817,1.94774257694246,1.86104290415577
"Nitrosopumilus",0.381584848545154,1,0.571428571428571,-4.49926039483362,0.841464747554038,0.5,-3.78493920593686,1.25160032695474,1.07476730142942
"Spirosoma",0.38316322740866,1,0.142857142857143,-1.51075619105979,1.27944854217113,0.375,-2.20272757354267,1.78240686636826,1.63701088030129
"Thiobacillus",0.383198496190817,1,0.714285714285714,-4.66253777940418,0.0464910046913214,0.5,-3.89133991758204,1.11080928469051,0.976718974462587
"Acyrthosiphon",0.383513849270498,1,0.285714285714286,-2.6035951468812,0.743839558566581,0.25,-1.98386731968839,1.5924105410127,1.31501579108221
"Thermotoga",0.384483071023271,1,0.714285714285714,-4.9816613200623,0.404817834579919,0.875,-3.91650633235232,1e-06,0.919385187266933
"Leishmania",0.387269015099911,1,0.857142857142857,-2.86483327386342,1e-06,0.75,-1.70801525285124,1.43545299955299,1.09770373244388
"Truepera",0.387618120060189,1,0.428571428571429,-3.09579480814817,0.635910338677534,0.75,-3.81932324174175,1.05904135512563,0.876314927372441
"X.Clostridiaceae.",0.388407091000278,1,0.428571428571429,-2.9491489723536,0.760610076310403,0.25,-3.47026062324155,0.818130989315127,0.833352404265342
"X.Nocardiaceae.",0.389469168046956,1,0.571428571428571,-3.97896755908159,1.00263545590914,0.875,-5.01072300954739,1e-06,0.999074934990101
"X.Clostridia.",0.391412202992144,1,0.428571428571429,-2.21188316653157,0.420473937373576,0.625,-2.7878709253314,0.513041724685377,0.729132088376033
"Chryseobacterium",0.394422077632031,1,0.142857142857143,0.530179781121604,2.35925824123019,0.375,1.37571426720434,1.60986940087456,2.5655419876813
"Rubrivivax",0.394693762097601,1,0.857142857142857,-4.57731785528417,1e-06,0.75,-3.54246196797519,0.192191359744872,0.907450578925419
"Blastococcus",0.396153412695675,1,0.285714285714599,-2.11130050347206,1.23615861018303,0.5,-2.79569251485378,1.53822659296942,1.3720454135992
"X.Deinococcales.",0.39690345908067,1,0.142857142857143,-3.9157169528256,0.84168804868392,0.625,-3.32659860622634,1.02811285471092,0.917944802322184
"Pyronema",0.397544222374093,1,0.714285714285714,-4.08553906770772,0.397932006666984,0.75,-4.89165073423936,0.16839362664324,0.842336889376222
"X.Planctomycetaceae.",0.400835117496629,1,0.714285714285714,-2.35458849870824,0.782519268280311,0.875,-1.3035901151241,1e-06,0.96154828249102
"Zymoseptoria",0.401828771041575,1,0.142857142857143,-2.29369504468261,0.786311191055312,0.125,-2.68960408054128,0.509191145540144,0.69111503441045
"Drosophila",0.402039459247874,1,0.714285714287349,-2.3594568368845,2.04311689391722,0.75,-3.30721537776404,0.170249745361695,1.1875160810045
"Oceanibulbus",0.404551703186736,1,0.428571428571429,-4.68981136673302,0.400051724539422,0.75,-3.98523141683456,1.45026411851406,0.894551242692502
"X.Dothideomycetes.",0.406584564049817,1,0.142857142857143,0.15858846537825,0.697707859843652,0,-0.258445181178424,0.92266646191589,0.832312060864806
"Blumeria",0.407738166263131,1,0.714285714285714,-3.00269431442117,0.635646778086318,0.5,-3.68723924207838,0.74320073208941,0.856248938102959
"X.Firmicutes.",0.408453350901664,1,0.285714285714286,1.02720877841249,0.890495708811399,0.375,0.518946223348796,0.879963259551017,0.900656645163619
"X.Hypocreales.",0.408464852028433,1,0.714285714285714,-2.62558411784337,0.181444145008354,0.875,-3.62937507236282,1e-06,0.907073046830847
"Mucilaginibacter",0.408909934178505,1,0.714285714285714,-1.29899586789133,1.60935904186538,0.625,-0.51453279554667,0.540581163097183,1.01212163287317
"X.Actinomycetaceae.",0.409567369831421,1,0.428571428571429,-3.47331972935869,0.88934863802447,0.75,-4.20097676564708,1.14515412020449,0.97527780132247
"X.Proteobacteria.",0.410413399209851,1,0.142857142857143,2.8905370240677,0.555606203483197,0.25,2.25165478444404,2.13677180326001,1.73084781350697
"Pseudogymnoascus",0.411362501675297,1,0.571428571428571,-3.4364374769069,0.662248610450407,0.75,-4.18741361310055,1.16433531448432,0.937600605492229
"Desulfurivibrio",0.412648539080488,1,0.714285714285714,-4.66253777940418,0.0464910046913214,0.75,-3.87423542604444,0.631637697053888,0.860763835644696
"X.Dermatophilaceae.",0.413429694796842,1,0.142857142857143,-4.05655821306798,0.797613950214375,0.5,-4.53230487107196,0.534562502869014,0.774152689276646
"Youngiibacter",0.413500317004952,1,0.428571428571429,-4.91262467591883,0.30247257352972,0.75,-4.2751589546162,0.703457409191358,0.761518812022372
"Aquimarina",0.413915365569838,1,0.428571428571429,-3.86468567481686,0.788116486869146,0.75,-4.54672459190781,0.656192855145545,0.873327119593538
"Thiorhodospira",0.415583337492058,1,0.857142857142857,-5.26791075603901,1e-06,0.75,-4.21916156837598,1.11943692555619,1.02179509782244
"X.Flavobacteriales.",0.415933726530367,1,0.285714285714286,-0.776489746838006,1.9735281648967,0.625,0.000675893597871069,0.285562373087282,1.62169639370637
"X.Bacteria.",0.416628890034459,1,0.142857142857143,3.22806852597148,0.973533642613751,0.25,2.72016124377094,1.24229266964917,1.12395284746195
"Cedecea",0.417479330975599,1,0.571428571428571,-3.75087559903549,0.341719079782005,0.625,-3.14688909654623,0.641885435056718,0.782657726910428
"Herpetosiphon",0.418182928227175,1,0.571428571428571,-2.79458047377318,0.59659809753218,0.875,-1.88154158359261,1e-06,0.887467447770411
"Nematostella",0.424269459775875,1,0.571428571428571,-4.41167899928374,0.393621354836582,0.75,-3.66571821349973,1.56533677074098,0.979332123319604
"Joostella",0.425617559001248,1,0.428571428571429,-4.37707774669667,0.74040456040568,0.75,-3.72341519546098,0.508142459338776,0.844641432843297
"X.Aerococcaceae.",0.425945155258351,1,0.857142857142857,-3.36235754834589,1e-06,0.75,-4.34454239564182,0.605334405888807,0.938428693570185
"Thalassiosira",0.428079631933137,1,0.571428571428571,-2.58791401366777,1.5434721071185,0.5,-3.28565078639239,1.15555122361372,1.25615699286633
"X.Rhizobiaceae.",0.42813956025958,1,0.142857142857143,-0.427389927732942,1.17280082971542,0.5,0.150867597058379,1.29398686692479,1.21995526455138
"Fibroporia",0.429330882849933,1,0.571428571428571,-4.74922527367024,0.2852136946904,0.75,-4.09355395718127,0.0153127974460417,0.773795017465952
"X.Fungi.",0.430707883008328,1,0,-0.425079960919775,0.832693662837465,0.125,-0.818594900704321,0.857413893345987,0.840541236580475
"X.Thermomicrobia.",0.431022433592625,1,0.571428571428571,-1.83241043389219,0.827583007391823,0.625,-2.46725188730854,0.875717514703922,0.918029727603609
"Acetobacter",0.432120588094624,1,0.285714285714286,-4.19531314917912,0.891484052928726,0.375,-3.7120485172772,0.885582335614048,0.903306169281205
"Glarea",0.43500915407969,1,0.285714285714286,-3.27661671348424,0.828169806934128,0.25,-3.73862315707347,0.967944469298421,0.914506770985685
"Rhodnius",0.436234890751158,1,0.714285714285714,-2.74603644085595,2.58982301280617,0.375,-3.52009674107979,0.898537971020572,1.33583271418236
"Cryptosporangium",0.437813033832705,1,0.571428571428571,-4.3366218294166,1.01959233459098,0.875,-3.40656215421413,1e-06,1.00496868120251
"Azorhizobium",0.441632141101235,1,0.285714285714286,-4.24541164418398,0.642283576814447,0.625,-3.72786500900773,0.816687951289719,0.805756431631908
"Anaerococcus",0.44771892555826,1,0.571428571428571,-3.90323809970932,1.41819420007811,0.625,-3.2373506867706,0.775519807198653,1.08830051600655
"Candidatus_Hamiltonella",0.452400445709515,1,0.714285714285714,-1.99260275336271,4.33443677392293,0.875,-0.43153940936212,1e-06,2.67032126771824
"Cylindrospermum",0.453451389623811,1,0.857142857142857,-2.41978428681226,1e-06,0.75,-3.47307852694957,1.83777042811152,1.22151332957318
"Weeksella",0.454723196488332,1,0.285714285714286,-3.86454394188489,0.738654886437586,0.625,-4.38246856171081,0.889931267688523,0.855789289453265
"X.Streptomycetaceae.",0.454976082564364,1,0.714285714285714,-2.96594387353463,0.804001157912324,0.75,-3.69523411033266,0.312926177356633,0.890258893605291
